	tol	num_feats	remove_stop	compress	svm	fuzzy	best	f1
1	0.99	500	False	False	True	Fuzzy	{'C': 0.05}	0.7428571428571429
2	0.99	1000	False	False	True	Fuzzy	{'C': 0.05}	0.6764705882352942
3	0.99	2000	False	False	True	Fuzzy	{'C': 0.05}	0.6349206349206349
4	0.99	2200	False	False	True	Fuzzy	{'C': 0.05}	0.6349206349206349
5	0.99	2500	False	False	True	Fuzzy	{'C': 0.05}	0.6451612903225806
6	0.99	3000	False	False	True	Fuzzy	{'C': 0.05}	0.6451612903225806
7	0.99	4500	False	False	True	Fuzzy	{'C': 0.05}	0.576271186440678
8	0.99	5000	False	False	True	Fuzzy	{'C': 0.12}	0.6
9	0.99	5100	False	False	True	Fuzzy	{'C': 0.05}	0.6
10	0.99	500	True	False	True	Fuzzy	{'C': 0.05}	0.7042253521126761
11	0.99	1000	True	False	True	Fuzzy	{'C': 0.05}	0.7246376811594203
12	0.99	2000	True	False	True	Fuzzy	{'C': 0.25}	0.6129032258064516
13	0.99	2200	True	False	True	Fuzzy	{'C': 0.05}	0.6129032258064516
14	0.99	2500	True	False	True	Fuzzy	{'C': 0.05}	0.6129032258064516
15	0.99	3000	True	False	True	Fuzzy	{'C': 0.05}	0.6129032258064516
16	0.99	4500	True	False	True	Fuzzy	{'C': 0.05}	0.6229508196721312
17	0.99	5000	True	False	True	Fuzzy	{'C': 0.05}	0.6229508196721312
18	0.99	5100	True	False	True	Fuzzy	{'C': 0.05}	0.6229508196721312
19	0.99	500	False	False	True	No-Fuzzy	{'C': 0.05}	0.7428571428571429
20	0.99	1000	False	False	True	No-Fuzzy	{'C': 0.05}	0.6764705882352942
21	0.99	2000	False	False	True	No-Fuzzy	{'C': 0.05}	0.6349206349206349
22	0.99	2200	False	False	True	No-Fuzzy	{'C': 0.05}	0.6349206349206349
23	0.99	2500	False	False	True	No-Fuzzy	{'C': 0.05}	0.6451612903225806
24	0.99	3000	False	False	True	No-Fuzzy	{'C': 0.05}	0.6451612903225806
25	0.99	4500	False	False	True	No-Fuzzy	{'C': 0.05}	0.576271186440678
26	0.99	5000	False	False	True	No-Fuzzy	{'C': 0.12}	0.6
27	0.99	5100	False	False	True	No-Fuzzy	{'C': 0.05}	0.6
28	0.99	500	True	False	True	No-fuzzy	{'C': 0.05}	0.7042253521126761
29	0.99	1000	True	False	True	No-fuzzy	{'C': 0.05}	0.7246376811594203
30	0.99	2000	True	False	True	No-fuzzy	{'C': 0.25}	0.6129032258064516
31	0.99	2200	True	False	True	No-fuzzy	{'C': 0.05}	0.6129032258064516
32	0.99	2500	True	False	True	No-fuzzy	{'C': 0.05}	0.6129032258064516
33	0.99	3000	True	False	True	No-fuzzy	{'C': 0.05}	0.6129032258064516
34	0.99	4500	True	False	True	No-fuzzy	{'C': 0.05}	0.6229508196721312
35	0.99	5000	True	False	True	No-fuzzy	{'C': 0.05}	0.6229508196721312
36	0.99	5100	True	False	True	No-fuzzy	{'C': 0.05}	0.6229508196721312
